id_receita;id_periodo;descricao_item;valor
254;16;Venda;1824.38
255;17;Venda;7696.65
256;19;Investimento;9080.41
257;7;Investimento;2819.0
258;29;Freelance;4879.37
259;24;Freelance;9478.57
260;29;Venda;9644.58
261;15;Reembolso;964.49
262;14;Salário;4824.05
263;24;Investimento;6591.22
264;3;Salário;1529.96
265;23;Reembolso;5486.08
266;24;Reembolso;214.08
267;7;Reembolso;7684.95
268;12;Venda;9748.6
269;8;Reembolso;9563.96
270;6;Freelance;3395.25
271;26;Freelance;4011.4
272;15;Reembolso;4640.08
273;35;Freelance;2360.1
274;28;Venda;1312.08
275;18;Salário;3591.09
276;9;Salário;6281.61
277;14;Salário;2647.01
278;10;Freelance;884.13
279;8;Salário;3420.16
280;3;Reembolso;9061.42
281;32;Reembolso;8036.27
282;11;Freelance;2407.11
283;32;Freelance;391.79
284;5;Venda;7066.91
285;33;Salário;7218.94
286;27;Investimento;9729.58
287;6;Salário;2107.76
288;5;Reembolso;1885.43
289;3;Venda;3507.36
290;28;Salário;8053.25
291;28;Salário;4163.37
292;3;Investimento;2550.77
293;17;Freelance;7663.17
294;13;Venda;9754.32
295;35;Reembolso;2170.93
296;1;Venda;9075.57
297;14;Investimento;4905.6
298;30;Salário;4108.33
299;22;Salário;4080.83
300;35;Investimento;4558.26
301;34;Freelance;4363.53
302;27;Salário;7986.12
303;15;Salário;2110.27
304;2;Freelance;936.29
305;18;Investimento;6381.25
306;2;Freelance;8491.95
307;24;Venda;2886.33
308;19;Freelance;5236.8
309;12;Investimento;8606.57
310;31;Salário;8818.13
311;2;Freelance;1655.13
312;9;Freelance;3975.71
313;9;Freelance;6024.0
314;1;Freelance;6456.81
315;23;Investimento;6415.76
316;32;Venda;3277.74
317;14;Freelance;707.49
318;32;Reembolso;4624.56
319;16;Freelance;3247.44
320;32;Freelance;6604.39
321;18;Investimento;3215.11
322;14;Venda;2111.38
323;10;Investimento;3420.76
324;5;Freelance;6992.0
325;30;Investimento;7245.23
326;35;Salário;6478.89
327;32;Reembolso;9451.37
328;8;Venda;8980.87
329;7;Investimento;9557.37
330;24;Salário;8676.22
331;30;Investimento;9162.9
332;3;Investimento;3611.31
333;10;Reembolso;6083.11
334;14;Reembolso;8623.01
335;4;Salário;2975.68
336;18;Investimento;8597.6
337;14;Freelance;5576.71
338;13;Reembolso;5704.32
339;25;Salário;1785.99
340;5;Investimento;8820.96
341;11;Reembolso;7669.21
342;9;Venda;9941.75
343;29;Reembolso;9345.48
344;1;Reembolso;8330.72
345;2;Freelance;475.21
346;27;Venda;6529.86
347;5;Salário;1715.77
348;20;Venda;503.51
349;9;Investimento;2481.13
350;36;Venda;446.19
351;17;Venda;3712.75
352;8;Salário;2123.67
353;33;Freelance;9457.01
354;12;Reembolso;714.43
355;36;Venda;1363.43
356;21;Salário;4551.67
357;15;Salário;7329.54
358;3;Investimento;777.89
359;30;Salário;9969.15
360;15;Salário;4512.2
361;3;Investimento;2270.59
362;17;Investimento;1743.93
363;19;Salário;6716.24
364;7;Venda;5173.1
365;22;Salário;7128.1
366;12;Freelance;8041.63
367;7;Salário;9700.58
368;7;Venda;6846.35
369;18;Salário;8365.79
370;29;Freelance;7972.83
371;29;Investimento;6769.73
372;5;Freelance;8570.75
373;25;Salário;8195.25
374;31;Venda;1715.22
375;21;Investimento;527.15
376;21;Venda;9270.62
377;28;Venda;2131.13
378;4;Reembolso;8952.53
379;3;Salário;702.1
380;26;Freelance;7002.59
381;13;Reembolso;8396.12
382;9;Salário;9920.09
383;19;Investimento;6936.19
384;30;Freelance;8403.27
385;18;Salário;5659.98
386;31;Investimento;2793.84
387;14;Investimento;7082.4
388;21;Investimento;1882.25
389;32;Salário;3071.86
390;24;Freelance;6594.84
391;25;Salário;8163.61
392;2;Freelance;2956.11
393;17;Venda;6062.53
394;21;Salário;3135.0
395;15;Venda;3179.47
396;1;Venda;1444.45
397;14;Investimento;2364.62
398;18;Salário;2227.83
399;23;Freelance;2919.25
400;18;Freelance;5356.25
401;21;Investimento;9665.31
402;27;Freelance;7723.41
403;30;Venda;3015.88
404;34;Reembolso;2129.63
405;9;Investimento;1153.29
406;22;Freelance;5298.65
407;16;Venda;7734.1
408;32;Investimento;6464.49
409;27;Venda;4534.11
410;23;Reembolso;4494.54
411;17;Salário;4852.28
412;11;Reembolso;8285.59
413;6;Freelance;7956.52
414;24;Salário;9382.55
415;27;Freelance;4568.52
416;30;Freelance;8464.23
417;5;Venda;5693.91
418;28;Reembolso;5161.08
419;28;Venda;5530.0
420;19;Salário;3208.7
421;28;Salário;4372.21
422;14;Venda;8581.93
423;31;Salário;6126.56
424;29;Salário;6563.84
425;32;Freelance;8562.48
426;13;Reembolso;1904.64
427;1;Venda;8698.51
428;30;Investimento;1435.44
429;19;Investimento;9509.48
430;22;Investimento;2442.69
431;8;Freelance;204.43
432;31;Salário;3686.33
433;14;Salário;4823.98
434;31;Reembolso;6597.64
435;3;Venda;2345.81
436;4;Freelance;3801.81
437;4;Salário;6455.2
438;7;Venda;6131.84
439;36;Freelance;6180.45
440;7;Salário;4997.96
441;3;Reembolso;1407.88
442;17;Investimento;3409.24
443;30;Salário;1917.39
444;11;Investimento;5971.77
445;23;Venda;9643.07
446;31;Venda;6903.08
447;23;Freelance;1712.45
448;36;Freelance;4475.9
449;32;Salário;5096.75
450;14;Salário;4034.4
451;21;Investimento;9050.8
452;34;Freelance;5067.95
453;12;Investimento;9780.64
454;5;Freelance;224.25
455;34;Freelance;5468.5
456;20;Reembolso;7524.57
457;23;Venda;9107.79
458;27;Venda;5239.11
459;7;Venda;6217.8
460;31;Venda;9365.68
461;31;Venda;674.5
462;36;Investimento;4725.12
463;15;Investimento;5902.02
464;8;Salário;4176.13
465;22;Reembolso;1992.24
466;24;Salário;5140.82
467;5;Freelance;2465.74
468;35;Reembolso;6780.58
469;33;Salário;4780.7
470;12;Reembolso;2659.61
471;29;Venda;7730.9
472;5;Salário;5334.83
473;20;Salário;1146.8
474;22;Venda;3041.87
475;33;Investimento;9939.05
476;15;Venda;2319.77
477;17;Venda;2578.46
478;12;Venda;6298.16
479;27;Freelance;4284.12
480;34;Reembolso;5970.91
481;17;Venda;3170.37
482;35;Venda;2054.56
483;2;Venda;4020.38
484;30;Salário;7012.28
485;17;Reembolso;8377.51
486;1;Investimento;8958.57
487;15;Investimento;8950.04
488;5;Investimento;4219.42
489;27;Salário;4176.58
490;19;Venda;1725.13
491;7;Venda;753.66
492;35;Freelance;2117.63
493;24;Reembolso;3251.01
494;15;Freelance;5763.97
495;1;Reembolso;735.24
496;19;Investimento;9037.61
497;32;Venda;8090.28
498;25;Salário;5143.56
499;9;Venda;3909.58
500;3;Freelance;1199.67
501;18;Investimento;1978.87
502;1;Salário;9439.26
503;23;Investimento;9251.45
504;2;Reembolso;5446.5
505;1;Venda;7579.66
506;29;Freelance;7628.12
507;23;Venda;211.78
508;32;Reembolso;1101.01
509;35;Salário;2913.94
510;35;Salário;3954.76
511;26;Salário;2989.32
512;30;Salário;2562.16
513;22;Salário;1980.14
514;6;Salário;8444.61
515;3;Reembolso;2328.13
516;18;Reembolso;454.47
517;25;Venda;8864.31
518;9;Venda;9821.91
519;34;Salário;2948.76
520;29;Reembolso;4121.07
521;14;Venda;6328.3
522;25;Freelance;4673.52
523;26;Venda;523.36
524;7;Investimento;8300.15
525;29;Venda;5857.02
526;14;Reembolso;4818.45
527;34;Venda;9404.37
528;1;Reembolso;4536.76
529;19;Venda;1563.72
530;3;Venda;7334.26
531;6;Salário;1258.52
532;4;Reembolso;5607.61
533;32;Freelance;1092.32
534;22;Salário;1791.9
535;8;Salário;1516.1
536;11;Freelance;2521.92
537;11;Reembolso;8687.05
538;18;Investimento;8361.99
539;12;Reembolso;6778.39
540;8;Salário;7208.14
541;35;Venda;1855.71
542;6;Salário;7751.18
543;32;Venda;5352.72
544;25;Salário;8576.36
545;24;Freelance;1798.04
546;26;Reembolso;3852.69
547;30;Salário;7988.91
548;21;Investimento;8290.15
549;7;Investimento;8352.72
550;12;Venda;1721.71
551;15;Investimento;1639.79
552;24;Salário;7010.47
553;30;Venda;2780.48
554;11;Venda;3865.24
555;34;Salário;8405.06
556;5;Freelance;2826.68
557;13;Salário;8893.31
558;33;Investimento;2447.07
559;9;Freelance;1594.63
560;3;Freelance;9715.13
561;1;Salário;3504.6
562;4;Salário;8625.43
563;23;Salário;708.15
564;13;Reembolso;7226.87
565;33;Venda;7477.79
566;14;Salário;2802.33
567;2;Reembolso;8353.7
568;36;Reembolso;7916.74
569;19;Investimento;2597.88
570;32;Salário;224.47
571;23;Salário;9555.98
572;2;Freelance;3373.31
573;33;Freelance;5921.87
574;30;Reembolso;6270.65
575;29;Venda;2751.66
576;15;Reembolso;4723.08
577;27;Investimento;8891.34
578;25;Venda;5665.62
579;22;Reembolso;796.99
580;15;Venda;1597.14
581;14;Investimento;6225.64
582;32;Venda;9757.9
583;6;Salário;9588.45
584;35;Salário;6049.52
585;5;Investimento;8497.61
586;8;Venda;3504.06
587;5;Reembolso;6820.77
588;9;Salário;3240.3
589;18;Investimento;9214.5
590;21;Venda;8651.26
591;36;Reembolso;7821.39
592;14;Salário;3914.18
593;12;Salário;7247.67
594;36;Reembolso;7807.33
595;12;Investimento;6432.05
596;17;Venda;3630.81
597;13;Investimento;6320.13
598;25;Venda;1925.27
599;35;Investimento;7278.98
600;6;Venda;5767.74
601;2;Investimento;5200.02
602;27;Salário;5221.13
603;17;Reembolso;1674.85
604;35;Investimento;8807.33
605;33;Reembolso;1326.64
606;24;Salário;5214.25
607;15;Salário;1261.39
608;11;Venda;2342.65
609;20;Investimento;374.19
610;8;Investimento;1481.34
611;13;Freelance;4337.31
612;22;Investimento;5694.23
613;32;Reembolso;8610.18
614;10;Salário;9212.96
615;27;Freelance;1419.05
616;6;Reembolso;7937.3
617;9;Venda;7102.57
618;6;Salário;4910.1
619;36;Investimento;4106.86
620;31;Freelance;9687.16
621;12;Salário;6296.22
622;25;Investimento;3692.58
623;28;Reembolso;3596.07
624;3;Freelance;3984.11
625;15;Salário;4515.49
626;36;Salário;1579.32
627;19;Venda;990.21
628;1;Reembolso;5063.93
629;5;Salário;9978.27
630;36;Reembolso;9613.7
631;24;Investimento;2010.53
632;7;Freelance;6609.3
633;3;Salário;4534.09
634;28;Investimento;575.54
635;29;Salário;5848.72
636;3;Reembolso;7587.3
637;27;Reembolso;8545.83
638;34;Salário;8005.36
639;4;Reembolso;1659.45
640;27;Investimento;7007.97
641;14;Reembolso;4746.07
642;19;Reembolso;9538.97
643;31;Freelance;1423.42
644;14;Reembolso;2529.65
645;32;Venda;2620.15
646;15;Reembolso;685.12
647;22;Salário;7134.72
648;24;Investimento;3366.55
649;28;Freelance;9022.69
650;17;Salário;7189.14
651;17;Venda;6484.43
652;32;Freelance;8235.74
653;18;Investimento;6661.27
654;19;Salário;4085.3
655;1;Reembolso;1940.45
656;3;Venda;7263.0
657;4;Investimento;2296.83
658;27;Salário;7667.4
659;35;Investimento;9987.47
660;12;Salário;8036.57
661;31;Investimento;1866.96
662;12;Venda;9997.52
663;8;Reembolso;1607.97
664;20;Venda;9961.52
665;31;Reembolso;797.85
666;14;Salário;7384.92
667;21;Investimento;945.02
668;24;Investimento;1373.78
669;11;Venda;8802.49
670;5;Reembolso;4324.6
671;11;Freelance;4840.23
672;5;Venda;7882.94
673;26;Reembolso;2292.7
674;20;Freelance;4771.3
675;17;Salário;4521.1
676;29;Freelance;214.94
677;27;Venda;7374.78
678;5;Freelance;4991.31
679;13;Venda;5197.98
680;8;Venda;4174.33
681;4;Reembolso;9320.44
682;7;Venda;1437.63
683;2;Salário;459.55
684;31;Salário;7091.41
685;32;Venda;7736.64
686;9;Venda;9172.94
687;15;Freelance;9215.76
688;24;Freelance;9434.29
689;28;Investimento;5113.23
690;7;Investimento;2690.95
691;25;Investimento;3502.99
692;10;Freelance;3723.95
693;18;Venda;9823.41
694;27;Salário;2058.39
695;6;Freelance;6849.05
696;30;Salário;3262.22
697;14;Freelance;546.95
698;36;Investimento;9190.4
699;19;Reembolso;436.98
700;30;Investimento;5846.35
701;24;Venda;1848.74
702;23;Salário;5630.44
703;31;Salário;6396.32
704;5;Investimento;1911.02
705;31;Salário;5141.87
706;21;Investimento;4863.69
707;8;Freelance;5462.17
708;25;Reembolso;1560.81
709;2;Investimento;2170.58
710;26;Reembolso;9379.86
711;22;Investimento;3334.17
712;5;Venda;3028.18
713;33;Venda;4059.38
714;1;Reembolso;259.45
715;5;Investimento;8864.37
716;4;Salário;4232.47
717;35;Salário;6036.73
718;31;Reembolso;6434.91
719;13;Freelance;1744.68
720;30;Freelance;8128.55
721;12;Investimento;585.84
722;30;Freelance;6326.4
723;35;Reembolso;2586.79
724;36;Venda;5400.41
725;18;Salário;7489.5
726;6;Investimento;3734.84
727;21;Investimento;6472.31
728;14;Reembolso;5993.04
729;3;Investimento;4921.66
730;15;Salário;8391.46
731;8;Freelance;3398.84
732;31;Salário;3079.13
733;10;Venda;3320.7
734;7;Freelance;5483.3
735;5;Venda;9437.34
736;20;Investimento;917.18
737;28;Reembolso;8925.57
738;8;Venda;9216.15
739;27;Reembolso;2705.36
740;35;Salário;3905.11
741;5;Salário;4079.51
742;30;Salário;1888.95
743;34;Salário;6422.73
744;15;Reembolso;9348.13
745;34;Reembolso;8721.69
746;20;Investimento;8233.17
747;15;Freelance;8190.17
748;1;Freelance;3980.44
749;5;Freelance;2422.48
750;7;Investimento;2905.36
751;15;Salário;8947.35
752;11;Investimento;3348.73
753;28;Venda;8835.62
754;16;Investimento;8433.52
755;10;Investimento;3817.9
756;23;Freelance;7374.43
757;35;Reembolso;2129.07
758;3;Investimento;842.43
759;31;Salário;7288.74
760;24;Freelance;9499.87
761;28;Freelance;921.53
762;26;Venda;6229.53
763;18;Reembolso;6357.37
764;21;Salário;6064.99
765;14;Freelance;2314.64
766;25;Venda;7216.73
767;7;Venda;8379.92
768;13;Salário;7551.75
769;5;Reembolso;7854.91
770;34;Venda;9617.22
771;32;Venda;7914.11
772;2;Reembolso;6827.31
773;7;Investimento;5696.6
774;27;Salário;7293.24
775;29;Venda;8169.48
776;22;Investimento;7623.68
777;26;Investimento;1984.33
778;17;Reembolso;5424.18
779;32;Investimento;7044.47
780;18;Freelance;4641.12
781;28;Salário;3822.15
782;25;Reembolso;4824.36
783;30;Venda;7503.9
784;33;Freelance;1087.94
785;10;Reembolso;3445.77
786;28;Investimento;9460.39
787;11;Salário;8937.06
788;27;Freelance;1599.15
789;5;Venda;8571.21
790;19;Investimento;332.21
791;36;Reembolso;4715.05
792;7;Salário;6951.69
793;20;Venda;4450.05
794;8;Reembolso;2480.01
795;10;Investimento;5253.53
796;28;Freelance;1012.48
797;31;Investimento;9096.62
798;34;Investimento;1465.28
799;6;Freelance;484.23
800;1;Investimento;3433.66
801;10;Freelance;8980.71
802;15;Investimento;2821.51
803;21;Venda;4920.85
804;31;Salário;1530.19
805;10;Freelance;8529.67
806;5;Reembolso;274.56
807;23;Reembolso;6254.91
808;2;Venda;9616.49
809;17;Salário;7863.34
810;8;Freelance;827.26
811;10;Salário;4811.34
812;21;Freelance;373.1
813;19;Freelance;9169.23
814;25;Venda;4583.92
815;12;Freelance;854.72
816;35;Salário;5205.4
817;25;Salário;5733.26
818;2;Freelance;6373.26
819;11;Freelance;6951.1
820;24;Salário;6394.37
821;21;Freelance;7838.78
822;17;Reembolso;2673.49
823;31;Freelance;712.86
824;5;Salário;342.26
825;14;Freelance;515.28
826;20;Venda;6447.22
827;32;Investimento;3541.43
828;21;Freelance;6069.4
829;27;Venda;7814.21
830;8;Venda;3459.68
831;11;Reembolso;3488.68
832;18;Reembolso;4214.8
833;33;Reembolso;4936.0
834;26;Freelance;3864.08
835;17;Venda;513.94
836;18;Reembolso;358.98
837;23;Freelance;5974.73
838;7;Investimento;522.51
839;16;Venda;9391.31
840;7;Investimento;7108.53
841;16;Freelance;9139.63
842;1;Investimento;7311.2
843;2;Investimento;6955.08
844;10;Reembolso;2239.47
845;12;Investimento;758.43
846;18;Venda;1294.02
847;22;Investimento;8840.18
848;2;Freelance;7548.93
849;29;Venda;5294.44
850;24;Venda;5610.68
851;34;Reembolso;1965.73
852;10;Venda;8596.19
853;1;Reembolso;6064.2
854;19;Venda;7499.22
855;18;Salário;1471.73
856;20;Investimento;1217.03
857;14;Freelance;2203.19
858;16;Freelance;8550.66
859;3;Salário;1563.05
860;6;Reembolso;6925.3
861;27;Investimento;5617.48
862;9;Reembolso;4259.26
863;33;Freelance;569.08
864;14;Freelance;3144.66
865;28;Venda;426.85
866;15;Investimento;2298.97
867;32;Freelance;5211.28
868;17;Reembolso;4082.54
869;9;Freelance;3806.57
870;18;Salário;8984.54
871;15;Reembolso;3582.43
872;23;Investimento;1939.91
873;14;Investimento;2543.58
874;36;Venda;678.08
875;4;Salário;7272.63
876;35;Investimento;1500.22
877;27;Investimento;879.84
878;34;Venda;8011.77
879;4;Freelance;8210.06
880;9;Venda;2758.32
881;5;Reembolso;4902.87
882;34;Venda;9316.25
883;12;Salário;802.42
884;21;Salário;7338.72
885;29;Freelance;267.22
886;19;Freelance;9670.0
887;21;Reembolso;5072.41
888;32;Freelance;3590.06
889;7;Freelance;6856.18
890;27;Venda;8283.08
891;19;Reembolso;8218.74
892;11;Salário;3566.84
893;9;Freelance;1549.84
894;18;Salário;2129.04
895;1;Reembolso;2866.24
896;5;Investimento;4498.68
897;26;Investimento;2200.89
898;12;Freelance;5330.79
899;27;Salário;5682.09
900;24;Venda;2672.02
901;18;Reembolso;3659.01
902;22;Salário;7082.83
903;32;Investimento;6024.29
904;12;Investimento;1119.22
905;11;Salário;8959.17
906;1;Freelance;6417.73
907;27;Venda;6392.56
908;13;Salário;9079.91
909;18;Reembolso;2125.3
910;31;Reembolso;9708.18
911;32;Investimento;4976.95
912;1;Investimento;4746.74
913;18;Reembolso;702.8
914;21;Freelance;4964.88
915;31;Reembolso;1689.96
916;10;Freelance;7242.14
917;17;Investimento;4830.66
918;29;Venda;9164.66
919;7;Freelance;3730.34
920;1;Reembolso;7641.65
921;36;Venda;5497.82
922;4;Venda;9876.51
923;36;Venda;9065.49
924;28;Reembolso;2396.74
925;26;Salário;3387.65
926;11;Freelance;8581.78
927;27;Salário;7132.08
928;24;Salário;2574.92
929;19;Reembolso;3560.95
930;14;Investimento;6134.29
931;14;Investimento;3074.17
932;21;Venda;6101.81
933;30;Freelance;237.12
934;35;Investimento;4942.72
935;6;Freelance;3284.58
936;30;Freelance;3708.86
937;13;Investimento;5895.15
938;8;Investimento;4124.72
939;36;Freelance;1523.56
940;21;Reembolso;3785.92
941;34;Salário;4506.56
942;17;Venda;4932.61
943;11;Venda;7145.67
944;22;Reembolso;880.51
945;26;Reembolso;373.48
946;12;Salário;1058.84
947;19;Investimento;209.25
948;25;Salário;4511.16
949;35;Venda;8165.39
950;25;Reembolso;6230.64
951;14;Investimento;9570.65
952;25;Reembolso;254.97
953;15;Salário;3521.67
954;6;Freelance;2944.05
955;33;Salário;3637.7
956;12;Salário;7246.81
957;21;Venda;5338.15
958;34;Reembolso;8316.93
959;14;Venda;1879.4
960;15;Salário;9633.37
961;11;Venda;8612.84
962;32;Investimento;8817.59
963;31;Investimento;4541.38
964;28;Freelance;662.44
965;22;Reembolso;8418.37
966;25;Salário;3344.7
967;24;Venda;1435.95
968;7;Reembolso;2860.49
969;18;Venda;7140.93
970;19;Venda;7787.41
971;20;Salário;2311.85
972;36;Salário;2912.02
973;8;Investimento;4927.87
974;33;Salário;3023.97
975;23;Freelance;3528.57
976;34;Freelance;1699.29
977;30;Freelance;2077.23
978;20;Investimento;8259.48
979;10;Freelance;3931.81
980;15;Salário;7144.86
981;5;Salário;9573.05
982;35;Salário;5648.68
983;12;Venda;5581.79
984;8;Salário;5474.29
985;34;Reembolso;5371.93
986;24;Investimento;8895.41
987;7;Investimento;4599.49
988;21;Investimento;7828.4
989;8;Freelance;4715.44
990;16;Reembolso;4989.22
991;15;Investimento;7880.61
992;34;Reembolso;6453.06
993;26;Venda;919.73
994;13;Investimento;9028.12
995;13;Reembolso;5751.41
996;3;Investimento;1580.62
997;21;Freelance;9954.07
998;11;Salário;8210.06
999;15;Reembolso;9274.31
1000;35;Investimento;6968.82
1001;4;Freelance;6536.81
1002;34;Investimento;9020.11
1003;4;Reembolso;5715.97
1004;21;Reembolso;2790.56
1005;33;Salário;3937.12
1006;4;Reembolso;7643.55
1007;30;Salário;951.66
1008;10;Freelance;6397.38
1009;12;Reembolso;815.72
1010;16;Venda;358.21
1011;7;Venda;6388.54
1012;23;Freelance;4940.05
1013;31;Venda;2873.98
1014;31;Venda;3095.81
1015;1;Reembolso;9514.12
1016;14;Salário;8186.36
1017;23;Venda;9552.81
1018;26;Venda;8048.2
1019;35;Reembolso;9412.68
1020;23;Venda;7154.76
