OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
8002,1,2015-01-08,2015-01-08,1025718,360,2137,1,122.25,122.25,62.325,GBP,0.66375
8003,0,2015-01-08,2015-01-08,1843069,630,2499,2,42.696,39.28032,21.762,USD,1.00000
8003,1,2015-01-08,2015-01-08,1843069,630,1654,4,155.994,134.15484,51.684,USD,1.00000
8004,0,2015-01-08,2015-01-08,498529,270,1694,2,6.216,5.71872,2.856,EUR,0.84976
8004,1,2015-01-08,2015-01-08,498529,270,987,8,320,304,106.016,EUR,0.84976
8005,0,2015-01-08,2015-01-08,1754719,540,2157,1,97.425,97.425,49.6725,USD,1.00000
8006,0,2015-01-08,2015-01-08,1426256,660,72,4,35.9625,35.9625,16.5375,USD,1.00000
8006,1,2015-01-08,2015-01-08,1426256,660,1187,2,1360,1196.8,625.408,USD,1.00000
8006,2,2015-01-08,2015-01-08,1426256,660,2339,2,76.4925,76.4925,39,USD,1.00000
8007,0,2015-01-08,2015-01-08,2002567,560,2056,5,149.9925,149.9925,68.9775,USD,1.00000
8007,1,2015-01-08,2015-01-08,2002567,560,1596,4,7.596,6.60852,3.492,USD,1.00000
8007,2,2015-01-08,2015-01-08,2002567,560,1087,2,572.8,572.8,263.408,USD,1.00000
8007,3,2015-01-08,2015-01-08,2002567,560,2071,1,74.9925,65.243475,38.235,USD,1.00000
8008,0,2015-01-08,2015-01-08,2074052,500,1805,3,22.4,22.4,11.417,USD,1.00000
9000,0,2015-01-09,2015-01-09,1599094,550,47,7,112.4625,112.4625,57.3375,USD,1.00000
9001,0,2015-01-09,2015-01-09,866858,310,1159,2,2432,2213.12,805.776,EUR,0.84653
9002,0,2015-01-09,2015-01-09,359944,80,180,4,55.2,51.336,28.144,CAD,1.18200
9003,0,2015-01-09,2015-01-09,1069972,370,963,2,428.8,428.8,142.064,GBP,0.66020
9003,1,2015-01-09,2015-01-09,1069972,370,1558,1,684,622.44,226.62,GBP,0.66020
9003,2,2015-01-09,2015-01-09,1069972,370,112,2,187.4925,166.868325,62.1225,GBP,0.66020
9003,3,2015-01-09,2015-01-09,1069972,370,160,5,879.992,879.992,404.68,GBP,0.66020
9004,0,2015-01-09,2015-01-09,999968,410,185,2,135.2,117.624,44.792,GBP,0.66020
9005,0,2015-01-09,2015-01-26,1993797,999999,1802,1,22.4,20.384,11.417,USD,1.00000
9005,1,2015-01-09,2015-01-26,1993797,999999,1601,2,95.994,95.994,44.142,USD,1.00000
10000,0,2015-01-10,2015-01-10,1279186,520,1609,3,155.994,137.27472,51.684,USD,1.00000
10000,1,2015-01-10,2015-01-10,1279186,520,1674,6,4.893,4.45263,2.492,USD,1.00000
10000,2,2015-01-10,2015-01-10,1279186,520,1472,1,430.2,382.878,197.838,USD,1.00000
10001,0,2015-01-10,2015-01-10,705594,300,1573,6,35.394,35.394,16.278,EUR,0.84653
10001,1,2015-01-10,2015-01-10,705594,300,1597,1,34.728,34.728,15.972,EUR,0.84653
10001,2,2015-01-10,2015-01-10,705594,300,1282,3,39.984,38.38464,20.384,EUR,0.84653
10001,3,2015-01-10,2015-01-10,705594,300,1477,4,480.6,475.794,221.004,EUR,0.84653
10001,4,2015-01-10,2015-01-10,705594,300,291,3,288,288,146.832,EUR,0.84653
10002,0,2015-01-10,2015-01-10,1452951,440,1114,1,534.4,480.96,245.744,USD,1.00000
10003,0,2015-01-10,2015-01-10,1473073,670,1062,7,499.2,464.256,229.568,USD,1.00000
10003,1,2015-01-10,2015-01-10,1473073,670,1135,5,524.8,524.8,241.344,USD,1.00000
10003,2,2015-01-10,2015-01-10,1473073,670,191,3,52.8,46.992,26.92,USD,1.00000
10003,3,2015-01-10,2015-01-10,1473073,670,1622,6,131.4,115.632,43.536,USD,1.00000
10003,4,2015-01-10,2015-01-10,1473073,670,2073,2,499.455,439.5204,165.48,USD,1.00000
10003,5,2015-01-10,2015-01-10,1473073,670,1613,6,65.994,65.994,33.648,USD,1.00000
10003,6,2015-01-10,2015-01-10,1473073,670,163,1,1273.76,1133.6464,422.024,USD,1.00000
10004,0,2015-01-10,2015-01-10,1031944,420,1798,7,30.1,26.789,15.344,GBP,0.66020
10004,1,2015-01-10,2015-01-10,1031944,420,1707,2,49.091,42.70917,22.575,GBP,0.66020
10005,0,2015-01-10,2015-01-21,222666,999999,299,1,159.2,159.2,81.168,CAD,1.18200
10005,1,2015-01-10,2015-01-21,222666,999999,684,1,400,372,183.95,CAD,1.18200
10006,0,2015-01-10,2015-01-10,384894,90,1121,2,697.92,621.1488,231.232,CAD,1.18200
10006,1,2015-01-10,2015-01-10,384894,90,2194,8,89.9925,89.9925,45.8775,CAD,1.18200
10007,0,2015-01-10,2015-01-10,1159472,410,2490,1,26.982,23.74416,13.752,GBP,0.66020
10007,1,2015-01-10,2015-01-10,1159472,410,163,6,1273.76,1171.8592,422.024,GBP,0.66020
10007,2,2015-01-10,2015-01-10,1159472,410,1871,1,749.25,674.325,381.99,GBP,0.66020
10008,0,2015-01-10,2015-01-10,1049930,420,2062,2,149.9925,149.9925,68.9775,GBP,0.66020
10009,0,2015-01-10,2015-01-10,1313088,520,1076,7,1019.2,1009.008,337.68,USD,1.00000
10009,1,2015-01-10,2015-01-10,1313088,520,1792,1,30.1,26.488,15.344,USD,1.00000
10010,0,2015-01-10,2015-01-10,467849,230,1032,3,300.8,300.8,138.32,EUR,0.84653
10010,1,2015-01-10,2015-01-10,467849,230,151,4,947.976,947.976,314.08,EUR,0.84653
10010,2,2015-01-10,2015-01-10,467849,230,1520,3,504,443.52,231.768,EUR,0.84653
10010,3,2015-01-10,2015-01-10,467849,230,1693,2,4.816,4.816,2.212,EUR,0.84653
12000,0,2015-01-12,2015-01-12,1381558,450,1585,1,13.734,13.18464,4.548,USD,1.00000
12000,1,2015-01-12,2015-01-12,1381558,450,1013,1,369.6,354.816,122.448,USD,1.00000
12001,0,2015-01-12,2015-01-12,1357749,450,1691,1,3.773,3.773,1.925,USD,1.00000
12002,0,2015-01-12,2015-01-12,1928189,605,1570,9,716.4,716.4,237.366,USD,1.00000
12002,1,2015-01-12,2015-01-12,1928189,605,2087,4,593.25,522.06,272.8125,USD,1.00000
12003,0,2015-01-12,2015-01-12,901966,370,1181,4,2528,2249.92,837.584,GBP,0.66003
12003,1,2015-01-12,2015-01-12,901966,370,981,2,301.6,301.6,138.688,GBP,0.66003
13000,0,2015-01-13,2015-01-13,1799462,430,92,6,112.4925,112.4925,37.2675,USD,1.00000
13000,1,2015-01-13,2015-01-13,1799462,430,1638,6,8.334,7.41726,3.834,USD,1.00000
13000,2,2015-01-13,2015-01-13,1799462,430,1450,2,554.4,554.4,254.952,USD,1.00000
13000,3,2015-01-13,2015-01-13,1799462,430,1629,3,5.994,5.33466,3.054,USD,1.00000
13000,4,2015-01-13,2015-01-13,1799462,430,1667,3,3.85,3.85,1.96,USD,1.00000
13000,5,2015-01-13,2015-01-13,1799462,430,986,3,206.4,206.4,94.912,USD,1.00000
13000,6,2015-01-13,2015-01-13,1799462,430,2110,2,1106.25,1106.25,366.525,USD,1.00000
13001,0,2015-01-13,2015-01-13,615821,150,460,2,749.75,659.78,382.25,EUR,0.84875
13002,0,2015-01-13,2015-01-13,143847,20,1635,3,13.734,13.59666,4.548,AUD,1.22568
13003,0,2015-01-13,2015-01-13,1795383,605,1599,2,34.728,34.728,15.972,USD,1.00000
13004,0,2015-01-13,2015-01-13,202969,110,1641,1,7.596,7.596,3.492,CAD,1.19657
13005,0,2015-01-13,2015-01-13,390139,90,147,3,2319.992,2134.39264,768.656,CAD,1.19657
14000,0,2015-01-14,2015-01-14,1185065,420,1651,3,95.994,95.994,44.142,GBP,0.65843
14000,1,2015-01-14,2015-01-14,1185065,420,1904,2,674.25,674.25,310.065,GBP,0.65843
14001,0,2015-01-14,2015-01-14,1711405,590,1679,3,3.85,3.3495,1.96,USD,1.00000
14001,1,2015-01-14,2015-01-14,1711405,590,1635,3,13.734,13.0473,4.548,USD,1.00000
14002,0,2015-01-14,2015-01-14,708902,280,1176,5,1600,1456,530.112,EUR,0.84926
14002,1,2015-01-14,2015-01-14,708902,280,2095,2,1106.25,1050.9375,366.525,EUR,0.84926
14003,0,2015-01-14,2015-01-14,591175,220,1660,2,173.994,173.994,57.648,EUR,0.84926
14003,1,2015-01-14,2015-01-14,591175,220,310,4,239.2,239.2,121.952,EUR,0.84926
14003,2,2015-01-14,2015-01-14,591175,220,1236,1,300.8,258.688,153.36,EUR,0.84926
14003,3,2015-01-14,2015-01-14,591175,220,1258,1,63.984,63.984,32.624,EUR,0.84926
14003,4,2015-01-14,2015-01-14,591175,220,2426,7,29.9925,29.9925,15.2925,EUR,0.84926
14003,5,2015-01-14,2015-01-14,591175,220,418,3,674.875,607.3875,344.075,EUR,0.84926
14003,6,2015-01-14,2015-01-14,591175,220,140,10,399.992,363.99272,183.944,EUR,0.84926
14004,0,2015-01-14,2015-01-14,1585639,610,57,5,117,104.13,59.6475,USD,1.00000
14004,1,2015-01-14,2015-01-14,1585639,610,1612,2,107.994,107.994,49.662,USD,1.00000
14004,2,2015-01-14,2015-01-14,1585639,610,1647,2,107.994,101.51436,49.662,USD,1.00000
14004,3,2015-01-14,2015-01-14,1585639,610,1243,4,300.8,285.76,153.36,USD,1.00000
14004,4,2015-01-14,2015-01-14,1585639,610,1690,3,11.893,10.94156,3.941,USD,1.00000
14005,0,2015-01-14,2015-01-14,1735273,460,1589,1,5.994,5.3946,3.054,USD,1.00000
14005,1,2015-01-14,2015-01-14,1735273,460,978,5,464,464,153.728,USD,1.00000
14006,0,2015-01-14,2015-01-14,451673,220,1620,1,36.594,33.30054,16.83,EUR,0.84926
14006,1,2015-01-14,2015-01-14,451673,220,57,10,117,105.3,59.6475,EUR,0.84926
14006,2,2015-01-14,2015-01-14,451673,220,145,3,2319.992,2134.39264,768.656,EUR,0.84926
14007,0,2015-01-14,2015-01-14,1046812,360,1727,2,39.2,35.28,18.025,GBP,0.65843
14007,1,2015-01-14,2015-01-14,1046812,360,152,6,947.976,947.976,314.08,GBP,0.65843
14007,2,2015-01-14,2015-01-14,1046812,360,1766,2,37.8,34.776,17.381,GBP,0.65843
15000,0,2015-01-15,2015-01-15,375318,90,79,2,30.4125,27.067125,13.9875,CAD,1.18338
15000,1,2015-01-15,2015-01-15,375318,90,1247,4,79.984,69.58608,40.784,CAD,1.18338
15000,2,2015-01-15,2015-01-15,375318,90,335,9,695.2,625.68,230.336,CAD,1.18338
15000,3,2015-01-15,2015-01-15,375318,90,1263,1,111.984,98.54592,57.088,CAD,1.18338
15001,0,2015-01-15,2015-01-15,1383676,590,1635,3,13.734,12.3606,4.548,USD,1.00000
15001,1,2015-01-15,2015-01-15,1383676,590,1742,2,19.6,19.6,9.996,USD,1.00000
15001,2,2015-01-15,2015-01-15,1383676,590,1613,2,65.994,61.37442,33.648,USD,1.00000
15001,3,2015-01-15,2015-01-15,1383676,590,1655,1,173.994,149.63484,57.648,USD,1.00000
15002,0,2015-01-15,2015-01-15,245887,90,2023,1,74.9925,67.49325,38.235,CAD,1.18338
15002,1,2015-01-15,2015-01-15,245887,90,2233,4,172.4925,148.34355,79.32,CAD,1.18338
15002,2,2015-01-15,2015-01-15,245887,90,1625,1,131.4,118.26,43.536,CAD,1.18338
15002,3,2015-01-15,2015-01-15,245887,90,2360,3,149.9925,133.493325,76.47,CAD,1.18338
15003,0,2015-01-15,2015-01-25,1097738,999999,5,5,16.1775,16.1775,8.25,GBP,0.65528
15003,2,2015-01-15,2015-01-25,1097738,999999,1630,7,13.734,11.94858,4.548,GBP,0.65528
15004,0,2015-01-15,2015-01-15,1695307,605,985,10,369.6,325.248,122.448,USD,1.00000
15005,0,2015-01-15,2015-01-15,1539270,630,1920,3,97.4925,97.4925,49.7025,USD,1.00000
15005,1,2015-01-15,2015-01-15,1539270,630,1422,1,541.8,525.546,249.156,USD,1.00000
15005,2,2015-01-15,2015-01-15,1539270,630,1617,2,34.794,34.794,16.002,USD,1.00000
15006,0,2015-01-15,2015-01-15,1161348,410,1659,8,155.994,140.3946,51.684,GBP,0.65528
15006,1,2015-01-15,2015-01-15,1161348,410,2473,1,22.4925,22.4925,11.4675,GBP,0.65528
15007,0,2015-01-15,2015-01-15,1591398,560,1721,9,49.091,49.091,22.575,USD,1.00000
15007,1,2015-01-15,2015-01-15,1591398,560,1258,3,63.984,55.66608,32.624,USD,1.00000
15007,2,2015-01-15,2015-01-15,1591398,560,1633,2,8.334,8.334,3.834,USD,1.00000
15008,0,2015-01-15,2015-01-15,282982,110,1215,2,256,250.88,130.512,CAD,1.18338
16000,0,2015-01-16,2015-01-16,1500461,580,1628,1,8.334,7.66728,3.834,USD,1.00000
16001,0,2015-01-16,2015-01-16,433038,200,119,1,95.992,84.47296,48.936,EUR,0.86296
16001,1,2015-01-16,2015-01-16,433038,200,1623,1,131.4,118.26,43.536,EUR,0.86296
16002,0,2015-01-16,2015-01-16,1975564,440,1607,3,107.994,107.994,49.662,USD,1.00000
16003,0,2015-01-16,2015-01-16,542038,250,1626,4,131.4,131.4,43.536,EUR,0.86296
16003,1,2015-01-16,2015-01-16,542038,250,1060,6,1003.2,1003.2,332.384,EUR,0.86296
16003,2,2015-01-16,2015-01-16,542038,250,2161,3,122.25,110.025,62.325,EUR,0.86296
16004,0,2015-01-16,2015-01-16,1797449,430,90,4,112.4925,98.9934,37.2675,USD,1.00000
16004,1,2015-01-16,2015-01-16,1797449,430,677,1,197.5,175.775,100.7,USD,1.00000
16004,2,2015-01-16,2015-01-16,1797449,430,1625,1,131.4,120.888,43.536,USD,1.00000
16004,3,2015-01-16,2015-01-16,1797449,430,2510,1,7.308,6.72336,3.726,USD,1.00000
16005,0,2015-01-16,2015-01-16,913985,360,1598,1,34.728,34.728,15.972,GBP,0.65904
16005,1,2015-01-16,2015-01-16,913985,360,1764,3,32.76,32.76,16.702,GBP,0.65904
16005,2,2015-01-16,2015-01-16,913985,360,164,1,1273.76,1273.76,422.024,GBP,0.65904
17000,0,2015-01-17,2015-01-17,924770,390,46,6,112.4625,112.4625,57.3375,GBP,0.65904
17000,1,2015-01-17,2015-01-17,924770,390,558,1,747.5,687.7,247.65,GBP,0.65904
17000,2,2015-01-17,2015-01-17,924770,390,2467,1,23.2425,22.080375,11.85,GBP,0.65904
17001,0,2015-01-17,2015-01-17,1789541,660,1626,3,131.4,114.318,43.536,USD,1.00000
17002,0,2015-01-17,2015-01-28,712502,999999,1301,2,152,136.8,69.904,EUR,0.86296
17002,1,2015-01-17,2015-01-28,712502,999999,1677,3,3.493,3.07384,1.778,EUR,0.86296
17002,2,2015-01-17,2015-01-28,712502,999999,1616,3,34.194,29.74878,15.726,EUR,0.86296
17003,0,2015-01-17,2015-01-17,355529,72,1676,1,6.293,5.53784,2.891,CAD,1.20349
17003,1,2015-01-17,2015-01-17,355529,72,974,3,236.8,213.12,108.896,CAD,1.20349
17004,0,2015-01-17,2015-01-17,1070013,400,1677,2,3.493,3.493,1.778,GBP,0.65904
17004,1,2015-01-17,2015-01-17,1070013,400,1609,1,155.994,155.994,51.684,GBP,0.65904
17004,2,2015-01-17,2015-01-17,1070013,400,1496,1,518.4,456.192,238.392,GBP,0.65904
17004,3,2015-01-17,2015-01-17,1070013,400,1048,2,683.2,683.2,226.352,GBP,0.65904
17005,0,2015-01-17,2015-01-17,674069,120,131,1,160,140.8,81.576,EUR,0.86296
17006,0,2015-01-17,2015-01-17,1078533,370,1461,1,554.4,482.328,254.952,GBP,0.65904
17007,0,2015-01-17,2015-01-17,776521,280,1415,3,540,540,248.328,EUR,0.86296
17008,0,2015-01-17,2015-01-17,1126829,410,2088,1,381,381,194.2425,GBP,0.65904
17009,0,2015-01-17,2015-01-17,1751193,520,1634,3,5.994,5.994,3.054,USD,1.00000
17009,1,2015-01-17,2015-01-17,1751193,520,1603,4,65.994,59.3946,33.648,USD,1.00000
17009,2,2015-01-17,2015-01-17,1751193,520,83,5,74.9925,64.49355,34.485,USD,1.00000
17010,0,2015-01-17,2015-01-17,583071,250,1607,1,107.994,96.11466,49.662,EUR,0.86296
17010,1,2015-01-17,2015-01-17,583071,250,1312,1,328,328,150.832,EUR,0.86296
19000,0,2015-01-19,2015-01-19,1395545,500,103,2,86.25,75.0375,39.66,USD,1.00000
19000,1,2015-01-19,2015-01-19,1395545,500,1195,2,1048,1027.04,481.936,USD,1.00000
19000,2,2015-01-19,2015-01-19,1395545,500,89,8,112.4925,112.4925,37.2675,USD,1.00000
19001,0,2015-01-19,2015-01-19,801331,350,1694,5,6.216,6.216,2.856,EUR,0.86170
19001,1,2015-01-19,2015-01-19,801331,350,1190,1,264,229.68,134.592,EUR,0.86170
19001,2,2015-01-19,2015-01-19,801331,350,1623,7,131.4,128.772,43.536,EUR,0.86170
19001,3,2015-01-19,2015-01-19,801331,350,245,6,391.2,391.2,179.896,EUR,0.86170
19001,4,2015-01-19,2015-01-19,801331,350,108,1,99.7425,88.770825,45.87,EUR,0.86170
19001,5,2015-01-19,2015-01-19,801331,350,948,1,300.8,273.728,138.32,EUR,0.86170
19002,0,2015-01-19,2015-01-19,312553,72,1561,6,723.6,629.532,239.742,CAD,1.19828
